pr,title,type,skip_reason,author,merged_by,merged_at,labels,merge_sha,url
#36782,[Bugfix] Fix Mistral-small `--format`,runtime_bug,,12010486,vllm-bot,2026-03-11,"bug, documentation",f33251ffc851405a36a95560975ea6963d8a2706,https://github.com/vllm-project/vllm/pull/36782
#36061,[Bugfix] Fix DP/EP Shared Expert With Monolithic Kernels,runtime_bug,,robertgshaw2-redhat,robertgshaw2-redhat,2026-03-11,"bug, ready",b7e5a588d89003223bebc9b163413529f3db4cae,https://github.com/vllm-project/vllm/pull/36061
#36789,[Bugfix] Fix negative max_tokens when input prompt is too long,runtime_bug,,Isotr0py,DarkLight1337,2026-03-11,"bug, frontend, ready",c84b519cf314ad6568f0db6f762d82f356038309,https://github.com/vllm-project/vllm/pull/36789
#36316,[BugFix]: add bagel to MM_PREFIX_LM_MODELS,runtime_bug,,princepride,Isotr0py,2026-03-11,"bug, ready",ff1e3d9c6386cb1e643d298ddf357a23f741d011,https://github.com/vllm-project/vllm/pull/36316
#36274,[Bugfix][ROCm] Strip block_size before attention backend validation,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),jennyyyyzhen,houseroad,2026-03-11,"bug, rocm, ready",428bc718bd4a736c1bc129a23c51963c4f0b71b9,https://github.com/vllm-project/vllm/pull/36274
#33881,[BugFix][kv_offload] Fix offloading decodes with async scheduling,runtime_bug,,orozery,NickLucche,2026-03-11,"bug, ready, v1, kv-connector",7ee5d5093b369d5c55199bc4613c9afdecabe0b7,https://github.com/vllm-project/vllm/pull/33881
#35811,[BUG] Fix async rlhf tests,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-03-11,"bug, documentation, ready, ci/build, v1",d6b61e5166ac3eec7f828d0a102c30a76f6aecf3,https://github.com/vllm-project/vllm/pull/35811
#35895,[Bugfix] Fix minimax_m2 tool parser when stream interval > 1,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),sfeng33,chaunceyjiang,2026-03-12,"bug, documentation, performance, new-model, rocm, structured-output, frontend, speculative-decoding, ready, ci/build, v1, multi-modality, tool-calling, llama, qwen, deepseek, cpu, gpt-oss, kv-connector, nvidia",8647c6cf510bbb0c22fe0820681b993e33406e32,https://github.com/vllm-project/vllm/pull/35895
#36822,[BugFix] Fix multiple/duplicate stdout prefixes,runtime_bug,,njhill,DarkLight1337,2026-03-12,"bug, frontend, ready, v1",36735fd77224467e6580f3bd48eb32d4fca8c72e,https://github.com/vllm-project/vllm/pull/36822
#36670,[Bugfix][Model] Fix DeepSeek-OCR TensorSchema crash on empty images_crop,runtime_bug,,ketyi,DarkLight1337,2026-03-12,"bug, ready, multi-modality, deepseek",00726c74c9d97d3e85e347211386ee95bccf38de,https://github.com/vllm-project/vllm/pull/36670
#36599,[Bugfix] Warm up Triton autotuner for GDN layers during V1 profiling,runtime_bug,,AuYang261,ywang96,2026-03-12,"bug, ready, qwen",3e64fe4a183aae43c039c9467fe2be49c68389fa,https://github.com/vllm-project/vllm/pull/36599
#36841,[Bugfix] Fix crash when tool_choice=required exceeds max_tokens,runtime_bug,,chaunceyjiang,vllm-bot,2026-03-12,"bug, frontend, ready, tool-calling",5a71cdd76ebc4f55a7490e087d2a50bd892ab3bc,https://github.com/vllm-project/vllm/pull/36841
#36897,[Bugfix] fix main branch pre-commit error (1 line change),runtime_bug,,SoluMilken,vllm-bot,2026-03-12,bug,85199f9681af6656c3f61f982e826f61664eb2af,https://github.com/vllm-project/vllm/pull/36897
#34499,[Bugfix] Fix KeyError in parse_response_input for reasoning items with optional content,runtime_bug,,jeonsworld,DarkLight1337,2026-03-12,"bug, frontend, ready, gpt-oss",bdc23434543762c8ffc71a103dc7770a038a9724,https://github.com/vllm-project/vllm/pull/34499
#34991,[Bugfix] ep_scatter kernel store-load race condition,runtime_bug,,ivanium,robertgshaw2-redhat,2026-03-13,"bug, ready",55d8073d066dee229ea218579f3884305f27c327,https://github.com/vllm-project/vllm/pull/34991
#36940,[BUG] Fix rank calculation in NCCLWeightTransferEngine,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-03-13,"bug, ready",5e1a373d2e62c04ba464c88303600839d6973365,https://github.com/vllm-project/vllm/pull/36940
#36876,[Bugfix] Fix FlashInfer GDN warmup ValueError on SM90 GPUs,runtime_bug,,tdoublep,tdoublep,2026-03-13,"bug, ready, qwen",f296a1966dca96cd69e5c1fa1264edbf611a1bd6,https://github.com/vllm-project/vllm/pull/36876
#36959,[Bugfix] fix paddleocr crash on some image shape,runtime_bug,,MoyanZitto,DarkLight1337,2026-03-13,"bug, ready",4508532fbd299cff81ecb6f1ccea2e2d0f56d329,https://github.com/vllm-project/vllm/pull/36959
#36800,[Bugfix] Fix Qwen2.5-omni/Qwen3-omni mm_processor cache for audio_in_video request,runtime_bug,,Isotr0py,Isotr0py,2026-03-13,"bug, ready, multi-modality, qwen",abf61aaa8ef2facaf82bc8fd3a9fb545ccf14b3d,https://github.com/vllm-project/vllm/pull/36800
#36952,[Bugfix][Spec Decode] Avoid double call of Ngram CPU,runtime_bug,,ekagra-ranjan,benchislett,2026-03-13,"bug, ready, v1",d0b402974ffa2c26090ab0d816288b4bcd09f761,https://github.com/vllm-project/vllm/pull/36952
#37004,[Bugfix] Fix DeepSeek-V3.2 tokenizer stripping spaces,runtime_bug,,MatthewBonanni,MatthewBonanni,2026-03-13,"bug, ready, deepseek",9efc4db9658a987390b809dbcc13a9a771701b7f,https://github.com/vllm-project/vllm/pull/37004
#37008,"[BugFix] Fix ""DP Coordinator receives unexpected..."" messages",runtime_bug,,njhill,robertgshaw2-redhat,2026-03-13,"bug, ready, v1",54a6db827ff618c4492f656fae82654def163f13,https://github.com/vllm-project/vllm/pull/37008
#34695,[Bugfix] Fix MLA attention crash with AWQ/GPTQ quantized models,runtime_bug,,haosdent,MatthewBonanni,2026-03-13,"bug, ready",6d53efd2a582f32b2d6e4962d67ba692b420d970,https://github.com/vllm-project/vllm/pull/34695
#36931,[Feat][Bugfix] Enable additional dimension for Flashinfer MLA and fix routing dtype,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),dbari,pavanimajety,2026-03-13,"bug, ready, v1, deepseek, nvidia",367cf5cd3eb234e0e191a6d7883bc66f54f42f79,https://github.com/vllm-project/vllm/pull/36931
#35684,[Bug] Fix Failure in /v1/chat/completions/render for Multimodal Requests (https://github.com/vllm-project/vllm/issues/35665),platform_specific,platform-specific (ROCm/TPU/CPU/XPU),sergey-zinchenko,NickLucche,2026-03-14,"bug, frontend, ready, v1, cpu",4a718e770d885f38e841d9dccebff3f777b3608d,https://github.com/vllm-project/vllm/pull/35684
#35109,"[Bugfix][Frontend] Fix audio transcription for MP4, M4A, and WebM formats",platform_specific,platform-specific (ROCm/TPU/CPU/XPU),seanmamasde,vllm-bot,2026-03-14,"bug, rocm, frontend, ready, ci/build, cpu, nvidia",84868e479374d6b7b8b162e6bc2a1873e6dec7e2,https://github.com/vllm-project/vllm/pull/35109
#32384,[Bugfix] Fix xgrammar dtype mismatch on macOS CPU inference,runtime_bug,,karanb192,DarkLight1337,2026-03-14,"bug, structured-output, ready, v1",821fde2df470e732bb2061daf1e8ef9838d7cce6,https://github.com/vllm-project/vllm/pull/32384
#34907,[ROCm][P/D][MORI][BugFix] Add transfer_id for moriio_connector so moriio_connector to restore P/D functionality,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,DarkLight1337,2026-03-16,"bug, documentation, rocm, ready, kv-connector",0024f39a3224326a9f871919cf16a06c58edfdad,https://github.com/vllm-project/vllm/pull/34907
#37127,[CI][Bugfix] Fix 500 errors from priority overflow and TemplateError subclasses in schema fuzz tests,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,DarkLight1337,2026-03-16,"bug, rocm, frontend, ready, ci/build",57a314d1556cdcb17d26e55e324e21b02bdd9399,https://github.com/vllm-project/vllm/pull/37127
#37145,[Bugfix] Avoid LD_PRELOAD check on MacOS,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,vllm-bot,2026-03-16,"bug, v1, cpu",7362b4450a4cde8b208682c0be6c901d4b5290e6,https://github.com/vllm-project/vllm/pull/37145
#36774,[Bugfix] fix Qwen3.5 tool calling bug,runtime_bug,,chaunceyjiang,DarkLight1337,2026-03-16,"bug, ready, qwen",8d3f8f485efc0b812f91ecf19a3a12232587550c,https://github.com/vllm-project/vllm/pull/36774
#37147,[Bugfix] Fix Qwen2.5-Omni/Qwen3-Omni use_audio_in_video with multi-video inputs,runtime_bug,,Isotr0py,DarkLight1337,2026-03-16,"bug, ready, multi-modality, qwen",912fbe9555f9f2b5f402ba1a60e3d17828bc76b0,https://github.com/vllm-project/vllm/pull/37147
#34871,[Bugfix] Fix GDN attention crash with mixed decode/spec-decode batches,runtime_bug,,haosdent,tdoublep,2026-03-16,"bug, ready, v1",116ed130f4d323cb0fb088490b52197683e875a8,https://github.com/vllm-project/vllm/pull/34871
#36992,[Bugfix] accept redacted thinking blocks in Anthropic messages,runtime_bug,,bbartels,DarkLight1337,2026-03-16,"bug, frontend, ready",0e5a9382af6a48c8edc0efaa25a01156fdd3738e,https://github.com/vllm-project/vllm/pull/36992
#36106,[Bugfix] Add safety check and fallback for null scaling factor,runtime_bug,,yuanheng-zhao,hmellor,2026-03-16,"bug, ready",8d8855fdae00830221025e4a8ba8267596372056,https://github.com/vllm-project/vllm/pull/36106
#35594,[BUGFIX]fix CUDA OOM ERROR : invalid argument at cumem_allocator.cpp:119,runtime_bug,,flutist,Isotr0py,2026-03-16,"bug, ready, nvidia",18be11fd59cd3bf1082170ca638ebdfa384e7ed6,https://github.com/vllm-project/vllm/pull/35594
#34158,[Bugfix] Relax TRTLLM KV cache contiguity assertion for cross-layer layout,runtime_bug,,Etelis,mgoin,2026-03-16,"bug, ready, v1, nvidia",5ae685c1c85bb659476a21ce7a2457eb6cccc4bb,https://github.com/vllm-project/vllm/pull/34158
#37148,[Bugfix] Add error handling for FINISHED_ERROR in OpenAIServing,runtime_bug,,chaunceyjiang,DarkLight1337,2026-03-16,"bug, frontend, ready",6682c231fa97f33d3b3f4d788da4e14959989a67,https://github.com/vllm-project/vllm/pull/37148
#37200,[Bugfix] Make siglip/clip compatible with transformers v5 ,runtime_bug,,zucchini-nlp,hmellor,2026-03-16,"bug, ready, multi-modality",55e6d3d5c035b4c0035108b3a51f7a474cae379b,https://github.com/vllm-project/vllm/pull/37200
#37090,[Bugfix] Disable cross-layer KV cache for MLA attention backends,runtime_bug,,haosdent,orozery,2026-03-16,"bug, ready, v1, kv-connector",ca1954d58c49e3a3209ec86d743a99f3a605028b,https://github.com/vllm-project/vllm/pull/37090
#37215,[Bugfix] Fix render server crash for quantized models on CPU-only hosts,runtime_bug,,sagearc,DarkLight1337,2026-03-16,"bug, frontend, ready",0fefd00e6ccf6670686eb2cc0a5eda57f56e625a,https://github.com/vllm-project/vllm/pull/37215
#37213,[CI][BugFix][MORI][AMD] Add transfer_id to kv transfer params for test,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,gshtras,2026-03-16,"bug, rocm, ready, v1, kv-connector",2cc26c3a9973257d5fcc582f063915d52dded86f,https://github.com/vllm-project/vllm/pull/37213
#37197,[BUGFIX][Mamba] Use uint64 for address in KVBlockZeroer,runtime_bug,,jikunshang,tdoublep,2026-03-16,"bug, ready, v1",d157216093ac50603bab5c2236437cdc68512f6d,https://github.com/vllm-project/vllm/pull/37197
#36549,[Bugfix][MultiConnector] Fix MultiConnector for SupportsHMA sub-connectors,runtime_bug,,ZhanqiuHu,NickLucche,2026-03-16,"bug, ready, kv-connector",2dccb38f73fa79bc629b8b215b8066e61ce4a211,https://github.com/vllm-project/vllm/pull/36549
#36779,[Bugfix] opcheck false mutation error in rms_norm_per_block_quant (#36688),runtime_bug,,KrxGu,ProExpertProg,2026-03-16,"bug, ready",c0f011918da543f1323833c8ee2bfcac99e0452a,https://github.com/vllm-project/vllm/pull/36779
#36030,[BugFix] Correct max memory usage for multiple KV-cache groups,runtime_bug,,peakcrosser7,heheda12345,2026-03-17,"bug, ready, v1",45f526d65237d9073a5f3be166b306580687f210,https://github.com/vllm-project/vllm/pull/36030
#37246,[Bugfix] dtype mismatch in ngram gpu propose,runtime_bug,,PatchouliTIS,benchislett,2026-03-17,"bug, speculative-decoding, ready, v1",17c1bdf3719d9d8fdf4f13cb1468e5ed5f70d021,https://github.com/vllm-project/vllm/pull/37246
#35535,[Bugfix] Fix loading Music Flamingo,runtime_bug,,NickCao,DarkLight1337,2026-03-17,"bug, ready",20b14095a4e64e0cba71a40b264d0bc96ffb9c07,https://github.com/vllm-project/vllm/pull/35535
#35447,[Bugfix] Fix NemotronH MTP + Chunked Prefill,runtime_bug,,benchislett,tdoublep,2026-03-17,"bug, ready, v1",8a680463fab3bc9e6760417cd5c0a6aa58283065,https://github.com/vllm-project/vllm/pull/35447
#37258,[Bugfix][ResponsesAPI] Fix crash when tool_choice=required exceeds max_output_tokens,runtime_bug,,chaunceyjiang,DarkLight1337,2026-03-17,"bug, ready",132bfd45b691fedc45a8d9851a25c7776144d9e0,https://github.com/vllm-project/vllm/pull/37258
#37259,[Bugfix](xpu): prevent “selected index k out of range” in TP decode path,runtime_bug,,zhejiangxiaomai,jikunshang,2026-03-17,"bug, ready",4af9ed21cba9e4bb85cd7cc124aa6f23cd0ae9a5,https://github.com/vllm-project/vllm/pull/37259
#37178,Bugfix for offloading+prefetch for GLM-4.7-FP8,runtime_bug,,sfbemerk,esmeetu,2026-03-17,"bug, ready",2660b9289c1f9e26ae65a247ceac2b9add52fa90,https://github.com/vllm-project/vllm/pull/37178
#36955,[Bugfix] Fix unclean shutdown crash with AllReduce Fusion workspace,runtime_bug,,siewcapital,ProExpertProg,2026-03-17,"bug, ready, nvidia",c25dbc2d2728621385760d1c98bda6200f545900,https://github.com/vllm-project/vllm/pull/36955
#35243,[Bugfix] Fix DP MTP Dummy Run,runtime_bug,,benchislett,benchislett,2026-03-17,"bug, ready, v1",f63ed7b5aca634b23d070b9cd9f654f0c74b65ad,https://github.com/vllm-project/vllm/pull/35243
#37300,[BugFix] PyTorch Compilation Tests should error if any test fails,runtime_bug,,zou3519,zou3519,2026-03-17,"bug, ready, ci/build",979ff44ceac0b6e54762221ff9f67c93ff75245c,https://github.com/vllm-project/vllm/pull/37300
#37289,[Bugfix] Standardize custom HF Processor init,runtime_bug,,DarkLight1337,DarkLight1337,2026-03-17,"bug, ready, qwen, deepseek",c781fbbab3c52551aa565a0f2e9052107447bdb7,https://github.com/vllm-project/vllm/pull/37289
#36674,[Bug] Fix FlashInfer MNNVL socket collisions under concurrent vLLM jobs,runtime_bug,,yewentao256,yewentao256,2026-03-17,"bug, ready, nvidia",bdb903bb5f4b943ad2a2d1c08f1f70d866e26496,https://github.com/vllm-project/vllm/pull/36674
#37158,[Bugfix] Fix mock.patch resolution failure for standalone_compile.FakeTensorMode on Python <= 3.10,runtime_bug,,dbari,zou3519,2026-03-17,"bug, ready",1204cf0a9d0d4079183c44568dd2d6f8b46a3666,https://github.com/vllm-project/vllm/pull/37158
#34577,[Bugfix] Rescale NVFP4 weight scales to fix BF16 dequant underflow,runtime_bug,,ricky-chaoju,mgoin,2026-03-17,"bug, ready, quantization",245758992ed74fbaaffcdb4e607ad817627455fc,https://github.com/vllm-project/vllm/pull/34577
#36720,[Bugfix][ROCm] Fix worker startup OOM on ROCm by skipping unreliable cudagraph memory profiling,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),JartX,MatthewBonanni,2026-03-17,"bug, rocm, ready, v1, nvidia",e8f9dbc369aa2086ec1e1fe3b104c582812cfc17,https://github.com/vllm-project/vllm/pull/36720
#37391,[Bugfix] Avoid OpenMP thread reallocation in CPU torch compile,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,jikunshang,2026-03-18,"bug, ready, cpu",261801242f481e344a9816222c3c942cf4fd30cb,https://github.com/vllm-project/vllm/pull/37391
#37322,[Bugfix] Fix EP weight filter breaking EPLB and NVFP4 accuracy,runtime_bug,,elvircrn,esmeetu,2026-03-18,"bug, ready",17c47fb8691f2efd7948659952c44ef167462534,https://github.com/vllm-project/vllm/pull/37322
#36051,[NIXL][Bugfix] metrics & testing minor bug,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),andylolu2,NickLucche,2026-03-18,"bug, documentation, performance, rocm, structured-output, frontend, speculative-decoding, ready, ci/build, v1, multi-modality, tool-calling, llama, qwen, deepseek, gpt-oss, kv-connector, nvidia",98b09ddc2761545f3164d930b143f84737b1ab43,https://github.com/vllm-project/vllm/pull/36051
#37301,[Bugfix] Fix base64 JPEG video frames returning empty metadata,runtime_bug,,he-yufeng,Isotr0py,2026-03-18,"bug, ready, multi-modality",918b7890a128c35a835377944e50de05e0e7803e,https://github.com/vllm-project/vllm/pull/37301
#37449,[bugfix][async scheduling] fix extra cuda context in device 0 with EP/DP,runtime_bug,,youkaichao,youkaichao,2026-03-18,"bug, ready, v1, nvidia",70b81c4f3d1a1699303b4b6d82bf4d7373ef0a01,https://github.com/vllm-project/vllm/pull/37449
#37439,[Bugfix] Fix incorrect use of merge_size in Qwen3-VL video timestamp calculation,runtime_bug,,cnyvfang,Isotr0py,2026-03-18,"bug, ready, qwen",738d0a281fab2e151a67b370c26b4e4360362f8f,https://github.com/vllm-project/vllm/pull/37439
#37427,[Bugfix] Fix ROCm crash in qwen3_next multi-stream events (#36795),platform_specific,platform-specific (ROCm/TPU/CPU/XPU),JartX,yewentao256,2026-03-18,"bug, rocm, ready, qwen",a913b612d8a85a926c50815adb969056f10b62e2,https://github.com/vllm-project/vllm/pull/37427
#36928,[LoRA][BugFix] Fix skipped LoRA adapters for Mistral3,runtime_bug,,WoosukKwon,robertgshaw2-redhat,2026-03-18,"bug, ready",5bc1da147fb02957c57ba1c6284e16ed578363ea,https://github.com/vllm-project/vllm/pull/36928
#37465,[Bugfix] Remove assertion for NVFP4 scale dynamic range,runtime_bug,,mgoin,vllm-bot,2026-03-18,"bug, ready",9482b0b085e044fe9db8926d0ba262fd70b56ca1,https://github.com/vllm-project/vllm/pull/37465
#37054,"[Bugfix] Fix KV scales inconsistency in fp8 MLA & FlashInfer kv_cache_dtype ""auto"" leading to gibberish",runtime_bug,,andylolu2,MatthewBonanni,2026-03-18,"bug, documentation, ready, v1, nvidia",577df69b26491aaa8f3fef2ea44d6ac256172032,https://github.com/vllm-project/vllm/pull/37054
#37231,[Bugfix] Expand quantization method support in perf metrics,runtime_bug,,thillai-c,markmc,2026-03-18,"bug, ready, v1",828f862acb5f46ffaa1633aa80d85af73c31c97a,https://github.com/vllm-project/vllm/pull/37231
#37442,[Bugfix] Zero-init MLA attention output buffers to prevent NaN from CUDA graph padding,runtime_bug,,elvircrn,tlrmchlsmth,2026-03-19,"bug, ready, v1, nvidia",ef2c4f778df5aa07a44e663330e2dfdc16927d2a,https://github.com/vllm-project/vllm/pull/37442
#37334,[BUG] Exclude SKIP_TENSORS from get_layer_size() + new weight sync example for dpep,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-03-19,"bug, documentation, ready",5f82706a21012df9508913969ab7c9932e127417,https://github.com/vllm-project/vllm/pull/37334
#37024,[bug] Fix deadlock with pause resume and collective_rpc,runtime_bug,,hao-aaron,robertgshaw2-redhat,2026-03-19,"bug, ready, v1",6accb21f2a9aa2411a2eb23f96ac90828554f3f4,https://github.com/vllm-project/vllm/pull/37024
#37009,[ROCm] issue management - request information for bug issues on ROCm,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),hongxiayang,tjtanaa,2026-03-19,"bug, rocm, ready, ci/build",e3126cd107460444d7fd9a1445b8d4f4393a06b2,https://github.com/vllm-project/vllm/pull/37009
#37418,[Bugfix][ROCm] Fix MoRI + AITER FP8 dispatch compatibility for defer_input_quant,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),Duyi-Wang,tjtanaa,2026-03-19,"bug, rocm, ready",6a9cceb219fcbd6b1eb540ddfdc77ec160f0e209,https://github.com/vllm-project/vllm/pull/37418
#37407,[Bugfix] Fix Nemotron Parse loading,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),DarkLight1337,DarkLight1337,2026-03-19,"bug, rocm, ready, multi-modality",765e4610651b02fefe9ebe3b3d322fc398038af6,https://github.com/vllm-project/vllm/pull/37407
#37538,[Bugfix] Avoid more OpenMP thread reallocation in CPU torch compile ,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),bigPYJ1151,jikunshang,2026-03-19,"bug, ready, cpu",3322e26420bc9ea22c5033e9199cd9fb8be5f424,https://github.com/vllm-project/vllm/pull/37538
#37438,[Bugfix] Add Kimi-K2.5 reasoning/tool parser aliases and tool_call_id support,runtime_bug,,DorBernsohn,chaunceyjiang,2026-03-19,"bug, frontend, ready",c63ca2b2e696e8dd1ae0f5ace08fd57a6a95a65f,https://github.com/vllm-project/vllm/pull/37438
#37346,[Bug] Fix fp8 trtllm MoE modular kernel supported routing methods,runtime_bug,,wzhao18,mgoin,2026-03-19,"bug, ready, nvidia, quantization",e27b8ba3d17df1330c81adf755988e8ee0fd6ab8,https://github.com/vllm-project/vllm/pull/37346
#37358,[Bugfix] Fix AttributeError when serving MXFP8 models with DeepGEMM installed,runtime_bug,,EdalatiAli,mgoin,2026-03-19,"bug, ready, nvidia",daa05bf340cb74b062db727395dce89a7387a832,https://github.com/vllm-project/vllm/pull/37358
#36996,[CI][BugFix][AMD] Don't set VLLM_ROCM_USE_AITER anymore in test_rocm_aiter_topk since its not necessary,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),rasmith,tjtanaa,2026-03-19,"bug, rocm, ready",98ff0429175b98169e1ebffd5ff32d0635bd39cc,https://github.com/vllm-project/vllm/pull/36996
#37448,Fix AttributeError in Qwen3.5 GDN layers with quantized models,runtime_bug,,jhsmith409,mgoin,2026-03-19,"bug, ready, ci/build, qwen",4120a05ff1d03797dbcd506110f0a997520a6395,https://github.com/vllm-project/vllm/pull/37448
#37573,"[Bug] Fix EmbedIOprocessor ""classify"" <-> ""embed""",runtime_bug,,yewentao256,noooop,2026-03-19,"bug, frontend, ready",df3c0291a3d6aceb0e1393ab0bdbd16dec9f2081,https://github.com/vllm-project/vllm/pull/37573
#36056,[Bugfix] Fix Deepseekv32 tool parser when stream interval > 1,runtime_bug,,sfeng33,aarnphm,2026-03-19,"bug, ready, deepseek",be12afd284f3f09991a7fcf506553375dc58be36,https://github.com/vllm-project/vllm/pull/36056
#37606,[ROCm][Bugfix] fix cache block size mismatch for aiter unified attention,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),divakar-amd,gshtras,2026-03-20,"bug, rocm, ready, v1",4ca3fa6bb4633fed1196292f764ce8cf13f647b5,https://github.com/vllm-project/vllm/pull/37606
#36976,[Bugfix][LoRA] Fix  Qwen35 LoRA,runtime_bug,,jeejeelee,DarkLight1337,2026-03-20,"bug, ready, ci/build, qwen",8fbe3f303fbf995afe4c409309aa8e889235339e,https://github.com/vllm-project/vllm/pull/36976
#37461,[Bug] Fix FlashInfer allreduce fusion workspace uninitialized error,runtime_bug,,wzhao18,ProExpertProg,2026-03-20,"bug, ready, nvidia",0140eafb1546c24d8486761abdbaa538d948bf42,https://github.com/vllm-project/vllm/pull/37461
#37331,[Bugfix] Reject channelwise quantization (group_size <= 0) in ExllamaLinearKernel,runtime_bug,,mgehre-amd,gshtras,2026-03-20,"bug, ready, llama",56a62c310cc4840671949488c60c40df5e0e2f1f,https://github.com/vllm-project/vllm/pull/37331
#37329,[Bugfix] Fix ConchLinearKernel channelwise quantization (group_size=-1),runtime_bug,,mgehre-amd,gshtras,2026-03-20,"bug, ready",5e806bcf541c0a90619bbf4fab3ab721c98b12a1,https://github.com/vllm-project/vllm/pull/37329
#37565,[Bugfix] Disable --calculate-kv-scales for hybrid GDN/Mamba+Attention…,runtime_bug,,Young-Leo,mgoin,2026-03-20,"bug, ready",d7d2b5e405a24f716371cc7f9b488b14300b0991,https://github.com/vllm-project/vllm/pull/37565
#37605,[Bugfix] Disable monolithic TRTLLM MoE for Renormalize routing (#37591),runtime_bug,,vadiklyutiy,WoosukKwon,2026-03-20,"bug, ready, ci/build, qwen, nvidia",4f16ebbbd35e21b7d98173c406f51853a72a7157,https://github.com/vllm-project/vllm/pull/37605
#37475,[BugFix] Allow qk_nope_head_dim=192 in FlashInfer MLA backend checks,runtime_bug,,kjiang249,mgoin,2026-03-20,"bug, ready, v1, nvidia",e5ed6c6c134ffac42fde5299943dbe3af1821be2,https://github.com/vllm-project/vllm/pull/37475
#37775,[Bugfix] Fix pooling non-determinism from pinned prompt_lens aliasing,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,noooop,2026-03-22,"bug, rocm, ready, v1",66f927f205fd86a933642ef46b84997dc69bb668,https://github.com/vllm-project/vllm/pull/37775
#37782,[Bugfix] Handle libsndfile sf_error(NULL) race condition in audio fallback,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),AndreasKaratzas,Isotr0py,2026-03-22,"bug, rocm, ready, multi-modality",5dac719b2b5f72d9fbd417c839cb0154607950c0,https://github.com/vllm-project/vllm/pull/37782
#37718,[Bug] Fix fp8 deepgemm batch invariant,runtime_bug,,yewentao256,yewentao256,2026-03-22,"bug, ready",77d24c4bfedc9812a703b865cf5935f4e941660f,https://github.com/vllm-project/vllm/pull/37718
#37820,[Bugfix] JAIS: Only apply ALiBi when position_embedding_type='alibi',runtime_bug,,r266-tech,ywang96,2026-03-23,"bug, ready",02e6efe56d545d50d342356630430b2ad9583ca9,https://github.com/vllm-project/vllm/pull/37820
#37810,[Bugfix] Store Qwen3Next A_log in fp32,runtime_bug,,effortprogrammer,DarkLight1337,2026-03-23,"bug, ready, qwen",54ab804e87dd534c0a8cb8ad8eec7ad5d75775ae,https://github.com/vllm-project/vllm/pull/37810
#37338,[Perf] [Bugfix] Fix Triton autotuning in inference for Qwen3.5,not_bugfix,not a bugfix (Feature/Perf/CI/Refactor),arpera,ywang96,2026-03-23,"bug, ready, qwen",a16133a0f12e8e406206be1bc8041727d9f1ea7d,https://github.com/vllm-project/vllm/pull/37338
#37550,[Bugfix] Fix CPU backend crash in KV cache block zeroing,platform_specific,platform-specific (ROCm/TPU/CPU/XPU),DorBernsohn,bigPYJ1151,2026-03-23,"bug, ready, v1, cpu",7938d121196d87a710b93e55ce4cefa6a11bedd8,https://github.com/vllm-project/vllm/pull/37550
#37877,[Bugfix][LoRA] Fix incorrect LoRA Log,runtime_bug,,jeejeelee,DarkLight1337,2026-03-23,"bug, ready",aec2dc6c0d744892af5c278b085f2b6883635be3,https://github.com/vllm-project/vllm/pull/37877
#37873,[Bugfix] RoBERTa position_id accumulation in CUDA graph padding region,runtime_bug,,yanghui1-arch,Isotr0py,2026-03-23,"bug, ready, v1, nvidia",7151ae6528805ad474745c10516a328a36978de9,https://github.com/vllm-project/vllm/pull/37873
#37884,[Bugfix] Fix RoBERTa position_ids accumulation on CUDA graph padding,runtime_bug,,he-yufeng,Isotr0py,2026-03-23,"bug, ready, nvidia",ec2280611a1baf720c162b81fc03a10b91d63114,https://github.com/vllm-project/vllm/pull/37884
#36725,[Bug][MoE] Fix TRTLLM NVFP4 Routing Kernel Precision,runtime_bug,,robertgshaw2-redhat,pavanimajety,2026-03-23,"bug, ready, nvidia",5bf3c42d4c7e99f4898b18a715be515f44a22f44,https://github.com/vllm-project/vllm/pull/36725
